"","X.1","X","Gender","County","Ethnicity","college","Stu_Department","ResidenceHall","Stu_DivisionCode","Stu_MajorDesc","UniPriorhours","UWFpriorhours","averageGPA1stFall","rankGPA1stFall","Stu_GPAGradePoints","GPA1stFall"
"5182",5182,5182,"Female","Okaloosa","Asian","Arts, Social Sciences and Humanities","Arts, SS, and Hum, Dean","Commuter","L","General Studies",3,0,"Above2.7","above2.3",38.1,3.175
"5183",5183,5183,"Male","Lake","White","Arts, Social Sciences and Humanities","Government","Argo Hall","L","Political Science Pre-Law",6,0,"Above2.7","above2.3",35.1,2.925
"5184",5184,5184,"Male","Escambia","Asian","No College Designated","Undeclared","Commuter","L","Undecided",24,0,"Above2.7","above2.3",38.1,3.175
"5185",5185,5185,"Female","St. Johns","White","Arts, Social Sciences and Humanities","Art","Argo Hall","L","Graphic Design",0,0,"Above2.7","above2.3",56.1,3.74
"5186",5186,5186,"Male","Dade","African American","Business","Global Hosp & Tourism Mgmt","Martin Hall","L","Global Hosp & Tour/Svc Mgt",9,0,"Below2.7","under1.5",15.9,1.22307692307692
"5187",5187,5187,"Female","Duval","White","Education and Professional Studies","Criminal Justice","Heritage Hall","L","Criminal Justice",0,0,"Above2.7","above2.3",36,2.76923076923077
"5188",5188,5188,"Male","Bay","White","No College Designated","Undeclared","Commuter","L","Undecided",10,0,"Below2.7","under2.3",27.5,2.29166666666667
"5189",5189,5189,"Female","Osceola","African American","Arts, Social Sciences and Humanities","Communication","Martin Hall","L","Communication",7,7,"Above2.7","above2.3",42.9,3.575
"5190",5190,5190,"Male","Dade","Not Reported","Business","Management & MIS","Heritage Hall","L","General Business",0,0,"Below2.7","above2.3",28.2,2.35
"5191",5191,5191,"Female","Escambia","Asian","Science and Engineering","Physics","Presidents Hall","L","Engineering",0,0,"Below2.7","under2.3",32,2.28571428571429
"5192",5192,5192,"Female","Broward","Two or More","Science and Engineering","Computer Science","Presidents Hall","L","Computer Science",10,0,"Above2.7","above2.3",48.1,3.7
"5193",5193,5193,"Male","Non-USA","Non-Resident Alien","No College Designated","Undeclared","Commuter","L","Undecided",0,0,"Above2.7","above2.3",46.2,3.85
"5194",5194,5194,"Male","Escambia","White","Business","Management & MIS","Commuter","L","Management",3,3,"Above2.7","above2.3",40.1,2.86428571428571
"5195",5195,5195,"Male","Escambia","White","Science and Engineering","Electrical & Computer Engineer","Commuter","L","Electrical Engineering",6,0,"Above2.7","above2.3",41.8,2.98571428571429
"5196",5196,5196,"Female","Santa Rosa","White","No College Designated","Undeclared","Commuter","L","Undecided",0,0,"Above2.7","above2.3",36.7,2.82307692307692
"5197",5197,5197,"Male","Santa Rosa","White","Science and Engineering","Electrical & Computer Engineer","Commuter","L","Electrical Engineering",0,0,"Above2.7","above2.3",49.3,3.52142857142857
"5198",5198,5198,"Female","Escambia","Hispanic","Health","Psychology","Commuter","L","Psychology",3,0,"Below2.7","Under1.0",0,0
"5199",5199,5199,"Male","Seminole","White","Health","Movement Sciences and Health","Commuter","L","Exercise Science",3,0,"Below2.7","Under1.0",8.1,0.81
"5200",5200,5200,"Female","Okaloosa","White","Arts, Social Sciences and Humanities","English","Commuter","L","English: Liberal Arts",48,0,"Above2.7","above2.3",49.9,3.83846153846154
"5201",5201,5201,"Female","Lake","White","Health","Psychology","Pace Hall","L","Psychology",42,0,"Above2.7","above2.3",57.9,3.86
"5202",5202,5202,"Male","Santa Rosa","White","Science and Engineering","Biology","Pace Hall","L","Biomedical Sciences",40,0,"Below2.7","under2.0",20.3,1.69166666666667
"5203",5203,5203,"Female","Escambia","White","Arts, Social Sciences and Humanities","Communication","Commuter","L","Communication",18,0,"Above2.7","above2.3",42,3.5
"5204",5204,5204,"Female","Non-USA","Hispanic","Science and Engineering","Biology","Commuter","L","Biomedical Sciences",0,0,"Above2.7","above2.3",59.4,3.7125
"5205",5205,5205,"Male","Santa Rosa","White","Science and Engineering","Computer Science","Commuter","L","Computer Science",0,0,"Below2.7","Under1.0",0,0
"5206",5206,5206,"Female","Union","White","Health","Nursing","Commuter","L","Pre-BSN",0,0,"Above2.7","above2.3",47.9,2.81764705882353
"5207",5207,5207,"Female","Escambia","White","No College Designated","Undeclared","Martin Hall","L","Undeclared",0,0,"Below2.7","under2.0",19.7,1.97
"5208",5208,5208,"Male","Escambia","Hispanic","Education and Professional Studies","Criminal Justice","Commuter","L","Criminal Justice",3,0,"Above2.7","above2.3",39,3.25
"5209",5209,5209,"Male","Escambia","White","Science and Engineering","Computer Science","Commuter","L","Computer Science",12,0,"Above2.7","above2.3",40.9,3.14615384615385
"5210",5210,5210,"Female","Santa Rosa","White","Science and Engineering","Biology","Commuter","L","Biology",17,0,"Below2.7","above2.3",38.8,2.58666666666667
"5211",5211,5211,"Female","Santa Rosa","White","No College Designated","Undeclared","Commuter","L","Undecided",29,0,"Above2.7","above2.3",45,3.75
"5212",5212,5212,"Female","Hillsborough","White","Science and Engineering","Biology","Argo Hall","L","Preprofessional Biology",0,0,"Above2.7","above2.3",46,3.53846153846154
"5213",5213,5213,"Male","Santa Rosa","White","Science and Engineering","Electrical & Computer Engineer","Commuter","L","Mechanical Engineering",0,0,"Above2.7","above2.3",46.2,3.55384615384615
"5214",5214,5214,"Female","Non-USA","Non-Resident Alien","Business","Management & MIS","Heritage Hall","L","General Business",0,0,"Above2.7","above2.3",53.1,3.54
"5215",5215,5215,"Male","Osceola","African American","Science and Engineering","Electrical & Computer Engineer","Heritage Hall","L","Computer Engineering",6,0,"Above2.7","above2.3",40.2,2.87142857142857
"5216",5216,5216,"Male","Dade","Hispanic","Science and Engineering","Computer Science","Martin Hall","L","Computer Science",0,0,"Above2.7","above2.3",42,3.5
"5217",5217,5217,"Female","Okaloosa","White","Education and Professional Studies","Teacher Ed & Ed Leadership","Commuter","L","Elementary Education--PENDING",22,0,"Above2.7","above2.3",35.1,2.925
"5218",5218,5218,"Female","Escambia","Asian","No College Designated","Undeclared","Commuter","L","Undecided",9,0,"Above2.7","above2.3",36.9,2.83846153846154
"5219",5219,5219,"Female","Non-Florida","Two or More","Arts, Social Sciences and Humanities","Communication","Argo Hall","L","Communication",0,0,"Below2.7","under2.0",30.6,1.9125
"5220",5220,5220,"Male","Escambia","Asian","Science and Engineering","Computer Science","Commuter","L","Software Engineering",3,0,"Above2.7","above2.3",45.3,3.48461538461538
"5221",5221,5221,"Female","Escambia","White","Arts, Social Sciences and Humanities","History","Commuter","L","History",0,0,"Above2.7","above2.3",33,2.75
"5222",5222,5222,"Female","Escambia","African American","Science and Engineering","Biology","Commuter","L","Biomedical Sciences",24,0,"Below2.7","under1.5",14.7,1.225
"5223",5223,5223,"Female","Santa Rosa","White","Arts, Social Sciences and Humanities","Government","Commuter","L","Political Science",30,0,"Above2.7","above2.3",40.8,3.4
"5224",5224,5224,"Female","Okaloosa","White","Health","Nursing","Commuter","L","Pre-BSN",15,0,"Above2.7","above2.3",49.9,3.83846153846154
"5225",5225,5225,"Male","Non-Florida","African American","Science and Engineering","Electrical & Computer Engineer","Martin Hall","L","Computer Engineering",0,0,"Above2.7","above2.3",45.3,3.48461538461538
"5226",5226,5226,"Male","Hillsborough","African American","Arts, Social Sciences and Humanities","Theatre","Argo Hall","L","Theatre",10,0,"Below2.7","under1.5",17.3,1.33076923076923
"5227",5227,5227,"Male","Palm Beach","White","Science and Engineering","Biology","Presidents Hall","L","Marine Biology",6,6,"Below2.7","Under1.0",0,0
"5228",5228,5228,"Female","Duval","White","Science and Engineering","Chemistry","Southside building 31","U","Biochemistry",62,0,"Below2.7","under2.0",21.9,1.56428571428571
"5229",5229,5229,"Female","Okaloosa","White","Health","Nursing","Martin Hall","L","Pre-BSN",34,0,"Below2.7","under2.0",23.1,1.925
"5230",5230,5230,"Female","Non-Florida","White","Health","Nursing","Commuter","L","Pre-BSN",6,0,"Above2.7","above2.3",38.8,2.77142857142857
"5231",5231,5231,"Female","Non-Florida","White","Business","Management & MIS","Martin Hall","L","General Business",3,0,"Above2.7","above2.3",42.9,3.575
"5232",5232,5232,"Female","Santa Rosa","White","Health","Nursing","Commuter","L","Pre-BSN",6,0,"Below2.7","under2.0",25.3,1.80714285714286
"5233",5233,5233,"Male","Manatee","African American","No College Designated","Undeclared","Martin Hall","L","Undecided",0,0,"Above2.7","above2.3",48.5,3.46428571428571
"5234",5234,5234,"Male","Santa Rosa","White","Science and Engineering","Computer Science","Commuter","L","Computer Science",3,0,"Above2.7","above2.3",39.1,3.00769230769231
"5235",5235,5235,"Male","Okaloosa","White","Science and Engineering","Biology","Pace Hall","L","Biomedical Sciences",25,0,"Above2.7","above2.3",54.2,3.61333333333333
"5236",5236,5236,"Male","Pinellas","White","Science and Engineering","Computer Science","Heritage Hall","L","Computer Science",24,0,"Above2.7","above2.3",64,4
"5237",5237,5237,"Female","Santa Rosa","White","No College Designated","Undeclared","Commuter","L","Undecided",38,0,"Above2.7","above2.3",36,3
"5238",5238,5238,"Female","Escambia","White","Health","Nursing","Commuter","L","Pre-BSN",3,0,"Below2.7","Under1.0",6,0.6
"5239",5239,5239,"Female","Marion","African American","Health","Psychology","Heritage Hall","L","Psychology",0,0,"Below2.7","Under1.0",0,0
"5240",5240,5240,"Female","Escambia","Hispanic","Science and Engineering","Biology","Commuter","L","Biology",25,0,"Above2.7","above2.3",45.2,3.47692307692308
"5241",5241,5241,"Male","Santa Rosa","Two or More","Education and Professional Studies","Legl Stds, Pub Adm & Sprt Mgmt","Commuter","U","Sport Management",67,0,"Below2.7","under2.0",21.9,1.825
"5242",5242,5242,"Female","Okaloosa","White","Science and Engineering","Chemistry","Argo Hall","L","Chemistry",0,0,"Above2.7","above2.3",54.2,3.87142857142857
"5243",5243,5243,"Male","Alachua","Asian","Science and Engineering","Electrical & Computer Engineer","Martin Hall","L","Electrical Engineering",6,0,"Above2.7","above2.3",41.8,2.98571428571429
"5244",5244,5244,"Male","Duval","Hispanic","No College Designated","Undeclared","Pace Hall","L","Undecided",21,0,"Below2.7","above2.3",31.1,2.39230769230769
"5245",5245,5245,"Female","Escambia","Hispanic","Science and Engineering","Mechanical Engineering","Commuter","L","Mechanical Engineering",9,0,"Above2.7","above2.3",56.1,3.74
"5246",5246,5246,"Female","Santa Rosa","White","Education and Professional Studies","Social Work","Commuter","L","Social Work",25,0,"Above2.7","above2.3",36,3
"5247",5247,5247,"Female","Okaloosa","White","Education and Professional Studies","Teacher Ed & Ed Leadership","Martin Hall","L","Elementary Education--PENDING",0,0,"Above2.7","above2.3",48.8,3.75384615384615
"5248",5248,5248,"Male","Santa Rosa","White","Education and Professional Studies","Administration and Law","Heritage Hall","L","Construction Management",0,0,"Above2.7","above2.3",43.9,2.74375
"5249",5249,5249,"Female","St. Johns","Two or More","No College Designated","Undeclared","Martin Hall","L","Undecided",7,0,"Below2.7","under1.5",14.7,1.13076923076923
"5250",5250,5250,"Female","Okaloosa","White","Education and Professional Studies","Criminal Justice","Commuter","L","Criminal Justice",3,3,"Above2.7","above2.3",47.1,3.925
"5251",5251,5251,"Female","Putnam","African American","Health","Nursing","Martin Hall","L","Pre-BSN",0,0,"Above2.7","above2.3",37.9,2.91538461538462
"5252",5252,5252,"Female","Escambia","White","Science and Engineering","Biology","Commuter","L","Biomedical Sciences",6,0,"Above2.7","above2.3",56,3.73333333333333
"5253",5253,5253,"Female","Bay","White","Business","Management & MIS","Martin Hall","L","General Business",3,0,"Above2.7","above2.3",44.2,3.4
"5254",5254,5254,"Male","Bay","African American","Health","Exercise Sci & Community Hlth","Argo Hall","L","Athletic Training Ed--PENDING",3,0,"Above2.7","above2.3",42,3.23076923076923
"5255",5255,5255,"Male","Santa Rosa","White","Science and Engineering","Electrical & Computer Engineer","Commuter","L","Computer Engineering",0,0,"Above2.7","above2.3",39.7,2.83571428571429
"5256",5256,5256,"Male","Santa Rosa","White","Science and Engineering","Electrical & Computer Engineer","Commuter","L","Electrical Engineering",21,0,"Above2.7","above2.3",50.9,3.63571428571429
"5257",5257,5257,"Female","Non-USA","Non-Resident Alien","Health","Exercise Sci & Community Hlth","Heritage Hall","L","Exercise Science",0,0,"Above2.7","above2.3",45.3,3.23571428571429
"5258",5258,5258,"Female","Okaloosa","White","Health","Exercise Sci & Community Hlth","Argo Hall","L","Exercise Science",36,0,"Above2.7","above2.3",51.3,3.94615384615385
"5259",5259,5259,"Male","Escambia","White","No College Designated","Undeclared","Argo Hall","L","Undecided",3,0,"Below2.7","Under1.0",12,0.923076923076923
"5260",5260,5260,"Male","Santa Rosa","White","Science and Engineering","Computer Science","Presidents Hall","L","Cybersecurity",30,0,"Above2.7","above2.3",44.1,3.39230769230769
"5261",5261,5261,"Male","Escambia","White","Health","Exercise Sci & Community Hlth","Commuter","L","Exercise Science",3,0,"Below2.7","under2.3",24.1,2.00833333333333
"5262",5262,5262,"Female","Non-Florida","White","Science and Engineering","Biology","Commuter","L","Marine Biology",0,0,"Above2.7","above2.3",20.1,3.35
"5263",5263,5263,"Female","Non-Florida","White","No College Designated","Undeclared","Pace Hall","L","Undecided",38,0,"Above2.7","above2.3",60,4
"5264",5264,5264,"Female","Santa Rosa","White","Science and Engineering","Computer Science","Commuter","L","Software Engineering",3,0,"Above2.7","above2.3",42.9,3.575
"5265",5265,5265,"Female","Escambia","White","Science and Engineering","Biology","Commuter","L","Biomedical Sciences",6,0,"Below2.7","Under1.0",6,0.6
"5266",5266,5266,"Male","Lake","African American","Science and Engineering","Biology","Heritage Hall","L","Biomedical Sciences",24,0,"Above2.7","above2.3",47.4,3.38571428571429
"5267",5267,5267,"Male","Escambia","Two or More","Health","Exercise Sci & Community Hlth","Commuter","L","Athletic Training Ed--PENDING",24,0,"Above2.7","above2.3",42.6,3.27692307692308
"5268",5268,5268,"Male","Non-Florida","Two or More","Science and Engineering","Electrical & Computer Engineer","Martin Hall","L","Pre-Electrical Engineering",7,0,"Below2.7","Under1.0",7.3,0.561538461538462
"5269",5269,5269,"Female","Non-Florida","White","No College Designated","Undeclared","Heritage Hall","L","Undecided",17,0,"Above2.7","above2.3",42.9,3.575
"5270",5270,5270,"Female","Escambia","Two or More","Arts, Social Sciences and Humanities","Communication","Commuter","L","Communication",0,0,"Above2.7","above2.3",38.1,3.175
"5271",5271,5271,"Female","Okaloosa","White","Health","Nursing","Martin Hall","L","Pre-BSN",24,0,"Above2.7","above2.3",60.1,3.75625
"5272",5272,5272,"Female","Non-USA","Non-Resident Alien","Education and Professional Studies","Administration and Law","Heritage Hall","L","Sport Management",0,0,"Above2.7","above2.3",41.1,3.425
"5273",5273,5273,"Female","Okaloosa","American Indian/Alaskan Native","Health","Psychology","Commuter","L","Psychology",38,0,"Below2.7","above2.3",22.9,2.54444444444444
"5274",5274,5274,"Male","Pasco","White","Science and Engineering","Biology","Argo Hall","L","Preprofessional Biology",5,0,"Below2.7","Under1.0",10.2,0.784615384615385
"5275",5275,5275,"Male","Orange","White","Arts, Social Sciences and Humanities","Anthropology","Heritage Hall","L","Archaeology",9,0,"Above2.7","above2.3",40.9,3.14615384615385
"5276",5276,5276,"Female","Escambia","White","Science and Engineering","Biology","Martin Hall","L","Marine Biology",0,0,"Above2.7","above2.3",43.1,3.07857142857143
"5277",5277,5277,"Female","Seminole","White","Science and Engineering","Earth & Environmental Sciences","Martin Hall","L","Environmental Management",0,0,"Below2.7","under2.3",24.5,2.22727272727273
"5278",5278,5278,"Female","Santa Rosa","White","Science and Engineering","Electrical & Computer Engineer","Commuter","L","Pre-Electrical Engineering",6,0,"Above2.7","above2.3",49,3.76923076923077
"5279",5279,5279,"Female","Escambia","Two or More","Education and Professional Studies","Social Work","Commuter","L","Social Work",62,0,"Below2.7","Under1.0",0,0
"5280",5280,5280,"Male","Escambia","White","No College Designated","Undeclared","Commuter","L","Undecided",7,0,"Below2.7","under1.5",15,1.36363636363636
"5281",5281,5281,"Female","Bay","White","No College Designated","Undeclared","Commuter","L","Undeclared",33,0,"Above2.7","above2.3",42,3.5
"5282",5282,5282,"Female","Orange","White","No College Designated","Undeclared","Pace Hall","L","Undecided",19,0,"Below2.7","above2.3",29.9,2.3
"5283",5283,5283,"Male","Bay","White","Education and Professional Studies","Legl Stds, Pub Adm & Sprt Mgmt","Commuter","L","Sport Management",28,0,"Above2.7","above2.3",42.2,3.01428571428571
"5284",5284,5284,"Female","Non-Florida","White","Business","Global Hosp & Tourism Mgmt","Martin Hall","L","Hosp, Recreation & Resort Mgmt",0,0,"Below2.7","under2.0",23.7,1.82307692307692
"5285",5285,5285,"Female","Palm Beach","White","Science and Engineering","Biology","Martin Hall","L","Marine Biology",12,0,"Above2.7","above2.3",33.9,2.825
"5286",5286,5286,"Female","Santa Rosa","White","Education and Professional Studies","Criminal Justice","Commuter","L","Criminal Justice",0,0,"Above2.7","above2.3",46,3.53846153846154
"5287",5287,5287,"Male","Escambia","White","Science and Engineering","Physics","Commuter","L","Engineering",0,0,"Above2.7","above2.3",41.8,2.98571428571429
"5288",5288,5288,"Female","Non-Florida","White","Science and Engineering","Biology","Commuter","L","Biology",13,0,"Above2.7","above2.3",41.3,3.44166666666667
"5289",5289,5289,"Male","Broward","White","Education and Professional Studies","Criminal Justice","Martin Hall","L","Criminal Justice",7,0,"Below2.7","under1.5",15.9,1.22307692307692
"5290",5290,5290,"Male","Non-Florida","White","Health","Exercise Sci & Community Hlth","Commuter","L","Exercise Science",0,0,"Below2.7","Under1.0",0,0
"5291",5291,5291,"Male","Okaloosa","White","Science and Engineering","Earth & Environmental Sciences","Commuter","L","Environmental Management",0,0,"Below2.7","Under1.0",0,0
"5292",5292,5292,"Female","Okaloosa","African American","Science and Engineering","Biology","Martin Hall","L","Biomedical Sciences",12,0,"Below2.7","under2.3",29,2.23076923076923
"5293",5293,5293,"Female","Walton","White","Health","Exercise Sci & Community Hlth","Argo Hall","U","Athletic Training Ed--PENDING",64,0,"Below2.7","Under1.0",0,0
"5294",5294,5294,"Female","Non-USA","Non-Resident Alien","Arts, Social Sciences and Humanities","Government","Heritage Hall","L","Political Science",0,0,"Above2.7","above2.3",60,4
"5295",5295,5295,"Male","Broward","Hispanic","Science and Engineering","Computer Science","Martin Hall","L","Cybersecurity",3,0,"Below2.7","Under1.0",3,0.5
"5296",5296,5296,"Female","Okaloosa","African American","Health","Psychology","Martin Hall","L","Psychology",0,0,"Above2.7","above2.3",46.6,3.58461538461538
"5297",5297,5297,"Female","Escambia","Hispanic","Science and Engineering","Biology","Commuter","L","Marine Biology",0,0,"Below2.7","above2.3",36.8,2.62857142857143
"5298",5298,5298,"Female","Duval","African American","Health","Psychology","Commuter","L","Psychology B.S.",0,0,"Above2.7","above2.3",45,3.75
"5299",5299,5299,"Female","Non-Florida","White","Science and Engineering","Biology","Heritage Hall","L","Marine Biology",6,0,"Below2.7","above2.3",32.4,2.31428571428571
"5300",5300,5300,"Female","Escambia","White","Health","Nursing","Commuter","L","Pre-BSN",0,0,"Above2.7","above2.3",41.2,2.94285714285714
"5301",5301,5301,"Male","Non-Florida","White","Science and Engineering","Electrical & Computer Engineer","Commuter","L","Pre-Electrical Engineering",0,0,"Above2.7","above2.3",40.8,2.91428571428571
"5302",5302,5302,"Female","Orange","African American","Arts, Social Sciences and Humanities","Government","Argo Hall","L","International Studies",0,0,"Above2.7","above2.3",49,3.76923076923077
"5303",5303,5303,"Female","Escambia","White","Arts, Social Sciences and Humanities","Communication","Commuter","L","Communication",25,25,"Above2.7","above2.3",43.2,2.88
"5304",5304,5304,"Female","Santa Rosa","White","Science and Engineering","Biology","Commuter","L","Biology",9,0,"Above2.7","above2.3",25.3,3.1625
"5305",5305,5305,"Male","Escambia","White","Science and Engineering","Electrical & Computer Engineer","Commuter","L","Pre-Electrical Engineering",0,0,"Above2.7","above2.3",38.1,2.93076923076923
"5306",5306,5306,"Female","Walton","White","Business","Management & MIS","Commuter","L","General Business",36,0,"Above2.7","above2.3",57,3.8
"5307",5307,5307,"Male","Santa Rosa","White","Science and Engineering","Mechanical Engineering","Commuter","L","Mechanical Engineering",15,0,"Above2.7","above2.3",38.7,3.225
"5308",5308,5308,"Male","Broward","White","Science and Engineering","Computer Science","Martin Hall","L","Cybersecurity",0,0,"Above2.7","above2.3",44.1,3.675
"5309",5309,5309,"Female","Volusia","White","Business","Management & MIS","Heritage Hall","L","General Business",3,0,"Above2.7","above2.3",64,4
"5310",5310,5310,"Female","Escambia","White","Education and Professional Studies","Teacher Ed & Ed Leadership","Commuter","L","Elementary/ESOL--PENDING",0,0,"Above2.7","above2.3",38.1,3.175
"5311",5311,5311,"Female","Escambia","White","Science and Engineering","Biology","Commuter","L","Biomedical Sciences",16,3,"Above2.7","above2.3",44,3.66666666666667
"5312",5312,5312,"Female","Sarasota","White","Science and Engineering","Biology","Argo Hall","L","Marine Biology",0,0,"Below2.7","Under1.0",0,0
"5313",5313,5313,"Female","Non-USA","Non-Resident Alien","Arts, Social Sciences and Humanities","Art and Design","Commuter","L","Fine Arts--PENDING",36,27,"Above2.7","above2.3",55.2,3.68
"5314",5314,5314,"Female","Non-USA","Non-Resident Alien","Arts, Social Sciences and Humanities","Art","Heritage Hall","L","Fine Arts--PENDING",9,0,"Above2.7","above2.3",44.1,3.675
"5315",5315,5315,"Female","Escambia","White","Education and Professional Studies","Teacher Ed & Ed Leadership","Commuter","L","Elementary Education--PENDING",39,27,"Above2.7","above2.3",45,3.75
"5316",5316,5316,"Female","Santa Rosa","White","Health","Nursing","Presidents Hall","L","Pre-BSN",0,0,"Below2.7","under2.0",25.7,1.83571428571429
"5317",5317,5317,"Female","Escambia","White","Business","Management & MIS","Martin Hall","L","BSBA Human Resources Mgmt",12,0,"Above2.7","above2.3",44.1,3.675
"5318",5318,5318,"Female","Seminole","White","Health","Nursing","Southside building 33","L","Pre-BSN",12,0,"Above2.7","above2.3",51,3.92307692307692
"5319",5319,5319,"Male","Orange","Hispanic","Science and Engineering","Biology","Heritage Hall","L","Biomedical Sciences",9,0,"Above2.7","above2.3",51.8,3.7
"5320",5320,5320,"Female","Non-Florida","White","Arts, Social Sciences and Humanities","Government","Heritage Hall","L","Political Science Pre-Law",0,0,"Above2.7","above2.3",39,3.25
"5321",5321,5321,"Female","Escambia","Hispanic","Education and Professional Studies","Teacher Ed & Ed Leadership","Presidents Hall","L","Elementary Education--PENDING",3,0,"Below2.7","above2.3",41.7,2.60625
"5322",5322,5322,"Male","Palm Beach","White","Science and Engineering","Biology","Heritage Hall","L","Biomedical Sciences",12,0,"Above2.7","above2.3",33.3,2.775
"5323",5323,5323,"Male","Leon","White","Health","Nursing","Heritage Hall","L","Pre-BSN",38,0,"Below2.7","above2.3",30,2.5
"5324",5324,5324,"Male","Seminole","White","Health","Exercise Sci & Community Hlth","Pace Hall","L","Exercise Science",12,0,"Above2.7","above2.3",39.3,3.02307692307692
"5325",5325,5325,"Male","Walton","Asian","Science and Engineering","Biology","Pace Hall","L","Biology",36,0,"Above2.7","above2.3",60.6,3.56470588235294
"5326",5326,5326,"Male","Okaloosa","Hispanic","Science and Engineering","Electrical & Computer Engineer","Argo Hall","L","Computer Engineering",12,0,"Below2.7","Under1.0",11.1,0.853846153846154
"5327",5327,5327,"Female","Escambia","White","Health","Nursing","Commuter","L","Pre-BSN",47,0,"Above2.7","above2.3",59.1,3.69375
"5328",5328,5328,"Male","St. Johns","African American","Arts, Social Sciences and Humanities","Communication","Martin Hall","L","Communication",29,7,"Above2.7","above2.3",33.9,2.825
"5329",5329,5329,"Male","Escambia","Hispanic","Science and Engineering","Biology","Commuter","L","Biomedical Sciences",28,0,"Above2.7","above2.3",45.5,3.5
"5330",5330,5330,"Male","Walton","White","Science and Engineering","Computer Science","Argo Hall","L","Cybersecurity",6,0,"Below2.7","under2.3",18.9,2.1
"5331",5331,5331,"Female","Duval","African American","Health","Psychology","Martin Hall","L","Psychology",6,0,"Below2.7","above2.3",32.1,2.675
"5332",5332,5332,"Male","Santa Rosa","White","Business","Accounting & Finance","Commuter","L","Professional Accountancy",18,0,"Above2.7","above2.3",37.2,3.1
"5333",5333,5333,"Male","Okaloosa","White","Education and Professional Studies","Legl Stds, Pub Adm & Sprt Mgmt","Argo Hall","L","Sport Management",24,0,"Above2.7","above2.3",49.9,3.83846153846154
"5334",5334,5334,"Male","Escambia","White","Science and Engineering","Electrical & Computer Engineer","Pace Hall","L","Computer Engineering",18,0,"Below2.7","under2.0",28.1,1.87333333333333
"5335",5335,5335,"Female","Escambia","Hispanic","Health","Exercise Sci & Community Hlth","Commuter","L","Exercise Science",0,0,"Below2.7","above2.3",30.5,2.54166666666667
"5336",5336,5336,"Male","Santa Rosa","White","Science and Engineering","Computer Science","Presidents Hall","L","Cybersecurity",29,0,"Below2.7","above2.3",30.1,2.31538461538462
"5337",5337,5337,"Male","Escambia","White","Business","Accounting & Finance","Commuter","L","Professional Accountancy",18,0,"Below2.7","above2.3",16.2,2.7
"5338",5338,5338,"Female","Santa Rosa","White","Health","Medical Lab Sciences","Martin Hall","L","Pre-Pharmacy",21,0,"Above2.7","above2.3",46.9,3.60769230769231
"5339",5339,5339,"Female","Non-Florida","White","Health","Movement Sciences and Health","Martin Hall","L","Health Promotion",18,0,"Below2.7","above2.3",45.9,2.55
"5340",5340,5340,"Female","Escambia","White","Health","Nursing","Commuter","L","Pre-BSN",6,0,"Above2.7","above2.3",48.3,3.71538461538462
"5341",5341,5341,"Male","Escambia","White","Science and Engineering","Biology","Commuter","L","Biomedical Sciences",0,0,"Above2.7","above2.3",51,3.4
"5342",5342,5342,"Male","Santa Rosa","White","Science and Engineering","Computer Science","Commuter","L","Cybersecurity",7,7,"Above2.7","above2.3",48.1,3.7
"5343",5343,5343,"Female","Santa Rosa","Hispanic","Education and Professional Studies","Criminal Justice","Presidents Hall","L","Criminal Justice",0,0,"Above2.7","above2.3",38.1,3.175
"5344",5344,5344,"Female","Marion","White","Business","Marketing & Economics","Argo Hall","L","Sales Management",52,0,"Above2.7","above2.3",42.9,3.575
"5345",5345,5345,"Female","Pinellas","White","Arts, Social Sciences and Humanities","Theatre","Argo Hall","L","Musical Theatre",3,0,"Above2.7","above2.3",46.9,3.35
"5346",5346,5346,"Female","Santa Rosa","White","Science and Engineering","Biology","Commuter","L","Biomedical Sciences",20,0,"Below2.7","above2.3",30.2,2.51666666666667
"5347",5347,5347,"Female","Non-Florida","White","No College Designated","Undeclared","Martin Hall","L","Undeclared",0,0,"Above2.7","above2.3",54.7,3.41875
"5348",5348,5348,"Female","Escambia","White","Education and Professional Studies","Criminal Justice","Commuter","L","Criminal Justice",3,0,"Above2.7","above2.3",52.1,3.72142857142857
"5349",5349,5349,"Male","Okaloosa","White","Science and Engineering","Biology","Argo Hall","U","Biology",61,0,"Above2.7","above2.3",39.8,3.31666666666667
"5350",5350,5350,"Female","Okaloosa","White","Science and Engineering","Physics","Presidents Hall","L","Engineering",13,0,"Above2.7","above2.3",37.9,2.70714285714286
"5351",5351,5351,"Female","Santa Rosa","White","No College Designated","Undeclared","Commuter","L","Undeclared",15,0,"Above2.7","above2.3",42.9,3.575
"5352",5352,5352,"Male","Non-Florida","African American","Science and Engineering","Computer Science","Martin Hall","L","Computer Science",0,0,"Below2.7","above2.3",34,2.61538461538462
"5353",5353,5353,"Female","Pinellas","White","Education and Professional Studies","Criminal Justice","Heritage Hall","L","Criminal Justice",12,0,"Above2.7","above2.3",28.2,3.13333333333333
"5354",5354,5354,"Female","Escambia","White","Science and Engineering","Biology","Pace Hall","L","Biology",48,0,"Above2.7","above2.3",45.9,3.825
"5355",5355,5355,"Female","Hillsborough","White","Education and Professional Studies","Teacher Ed & Ed Leadership","Martin Hall","L","Elementary Education--PENDING",0,0,"Below2.7","Under1.0",0,0
"5356",5356,5356,"Male","Non-Florida","White","Science and Engineering","Chemistry","Pace Hall","L","Chemistry",0,0,"Above2.7","above2.3",55.1,3.93571428571429
