"","UNIV_ROW_ID","CRSNAME1","CRSNAME2","CRSNAME3","CRSNAME4","CRSNAME5","CRSNAME6","CRSNAME7","CRSNAME8","CRSNAME9","Credit1","Credit2","Credit3","Credit4","Credit5","Credit6","Credit7","Credit8","Credit9","CRSgrade1","CRSgrade2","CRSgrade3","CRSgrade4","CRSgrade5","CRSgrade6","CRSgrade7","CRSgrade8","CRSgrade9","COHORT_YEAR","TERM_START","TERM_TO_USE","STU_RECENT_ADM_DT","HOURS_BROUGHT_TO_UNIVERSITY","ENTRY_PROGRAM_CODE","ENTRY_PROGRAM","ENTRY_COLLEGE","ENTRY_DEPARTMENT_CODE","ENTRY_DEPARTMENT","AREA_OF_STRATEGIC_EMPHASIS","PSE","GENDER","ETHNICITY","AGE_AT_ENTRY","COUNTY","COUNTY_GROUP","STATE","STATE_GROUP","NATION","NATION_GROUP","HONORS_STUDENT","FIRST_GENERATION_STUDENT","Stu_MilitaryVetBenefitDesc","MILITARY_VET_BENEFITS","Stu_MilitaryStatusDesc","MILITARY_STATUS","DISABILITY","ATHLETE","GPA_HIGHSCHOOL","APPLICANT_TIER","HIGH_SCHOOL_NAME","FIRST_FALL_PELL","FIRST_FALL_PELL_AMOUNT","FIRST_FALL_BRIGHT_FUTURES","FIRST_FALL_BRIGHT_FUTURES_AMOUNT","FIRST_FALL_ANY_LOANS","FIRST_FALL_ANY_LOANS_AMOUNT","FIRST_FALL_NEED_BASED_LOANS","FIRST_FALL_NEED_BASED_LOANS_AMOUNT","FIRST_FALL_NON_NEED_BASED_LOANS","FIRST_FALL_NON_NEED_BASED_LOANS_AMOUNT","SUBMITTED_ACT","ACT_SCORE","ACT_PROPORTION","SUBMITTED_SAT","SAT_SCORE","SAT_PROPORTION","BEST_TEST","AP_CREDITS","ATTENDED_SECOND_FALL_TERM","GPA_ENTERING_SECOND_FALL","APR","FIRST_FALL_GPA","NOTES"
"4854",970556602,"ENC1102","EVR2001","IDH1040","MGF1106","SPC2608","","","","","3","3","3","3","3","","","","","A","A","W","B","A-","","","","",20192020,201905,201908,201908,3,"U-COM-BA-00","Communication","CASSH","Communication","Communication","Not Available","NO","Male","African American",19,"Non-Florida","Alabama Counties","Alabama","Alabama","United States","USA","No","No","Not Applicable","Not Applicable","No Military Status","No Military Status","No","No",4.17,5,"Non-Florida High School","Yes",3098,"No",0,"No",0,"No",0,"No",0,"Yes",24,0.625,"No",0,0,"ACT",0,"Yes",3.8,"Yes",3.675,""
"4855",970556620,"COP2334","ENC1102","EUH1001","MAC2311","","","","","","3","3","3","4","","","","","","B","B+","F","A","","","","","",20192020,201905,201908,201908,19,"U-CPS-BS-04","Cybersecurity","HMCSE","Computer Science","Computer Science","STEM","YES","Male","Asian",18,"Duval","Other Florida Counties","Florida","Florida","United States","USA","No","No","Not Applicable","Not Applicable","No Military Status","No Military Status","No","No",3.59,3,"Douglas Anderson School Arts","Yes",2173,"Yes",3046,"No",0,"No",0,"No",0,"No",0,0,"Yes",1180,0.65,"SAT",6,"Yes",2.131818182,"Yes",2.684615,""
"4856",970556639,"HSC3535","IDH1040","MAC2311","PCB3063C","PHY2053","PHY2053L","","","","3","3","4","4","3","1","","","","A","W","A","A","A","A","","","",20192020,201905,201908,201908,65,"U-BMD-BS-00","Biomedical Sciences","HMCSE","Biology","Biology","STEM","YES","Female","White",19,"Santa Rosa","Tri-County","Florida","Florida","United States","USA","Yes","No","Not Applicable","Not Applicable","No Military Status","No Military Status","No","No",4.76,1,"Gulf Breeze High School","No",0,"Yes",3468,"No",0,"No",0,"No",0,"Yes",29.25,0.789062,"No",0,0,"ACT",0,"Yes",4,"Yes",4,""
"4857",970556679,"CGS2570","COP2334","IDH1040","MAC1147","","","","","","3","3","3","4","","","","","","A","B+","B+","A","","","","","",20192020,201905,201908,201908,15,"U-INF-BS-03","Information Technology","HMCSE","Computer Science","Computer Science","STEM","YES","Female","White",18,"Santa Rosa","Tri-County","Florida","Florida","United States","USA","Yes","No","Not Applicable","Not Applicable","No Military Status","No Military Status","No","No",4.6,1,"Milton High School","No",0,"Yes",3046,"No",0,"No",0,"No",0,"Yes",28.75,0.773437,"Yes",1280,0.733333,"ACT",15,"Yes",3.86875,"Yes",3.676923,""
"4858",970556682,"BSC2010","BSC2010L","BSC4990","LIT2000","MAC1147","PHI2103","","","","3","1","1","3","4","3","","","","A","A","A","A","A","A","","","",20192020,201905,201908,201908,23,"U-BMD-BS-00","Biomedical Sciences","HMCSE","Biology","Biology","STEM","YES","Male","White",19,"Santa Rosa","Tri-County","Florida","Florida","United States","USA","No","No","Not Applicable","Not Applicable","Eligible Dependent","Military Status","No","No",4.69,2,"Navarre High School","No",0,"Yes",3468,"No",0,"No",0,"No",0,"Yes",26,0.6875,"Yes",1240,0.7,"SAT",9,"Yes",3.916666667,"Yes",4,""
"4859",970556692,"COM2203","EVR2001","LIT2000","MGF1106","","","","","","3","3","3","3","","","","","","A-","A-","B","C+","","","","","",20192020,201905,201908,201908,33,"U-COM-BA-00","Communication","CASSH","Communication","Communication","Not Available","NO","Female","White",19,"Wakulla","Other Florida Counties","Florida","Florida","United States","USA","No","No","Not Applicable","Not Applicable","No Military Status","No Military Status","No","Yes",3.76,3,"Wakulla High School","No",0,"No",0,"No",0,"No",0,"No",0,"Yes",18.75,0.460937,"Yes",1040,0.533333,"SAT",0,"Yes",3.436,"Yes",3.175,""
"4860",970556732,"CHM2045","CHM2045L","ENC1102","IDH1040","MAC2312","","","","","3","1","3","3","4","","","","","A","A","C","B+","A","","","","",20192020,201905,201908,201908,32,"U-MAT-BA-00","Mathematics Teaching","HMCSE","Mathematics and Statistics","Mathematics and Statistics","STEM","YES","Male","White",19,"Pinellas","Other Florida Counties","Florida","Florida","United States","USA","Yes","No","Not Applicable","Not Applicable","No Military Status","No Military Status","No","No",4.29,2,"Keswick Christian School","No",0,"Yes",2218,"No",0,"No",0,"No",0,"Yes",26.25,0.695312,"Yes",1190,0.658333,"ACT",23,"Yes",3.597435897,"Yes",3.421428,""
"4861",970556746,"APK2000","APK2100C","LIT2000","SPC2608","","","","","","3","4","3","3","","","","","","A","B-","B","B-","","","","","",20192020,201905,201908,201908,10,"U-EXS-BS-00","Exercise Science","UKCOH","Movement Sciences and Health","Movement Sciences and Health","STEM","YES","Male","White",18,"Non-Florida","Non-Florida/Alabama","Georgia","Other State","United States","USA","No","No","Post-9/11 GI Bill","Receiving Benefits","Eligible Dependent","Military Status","No","Yes",3.35,4,"Non-Florida High School","No",0,"No",0,"No",0,"No",0,"No",0,"Yes",22,0.5625,"No",0,0,"ACT",0,"Yes",3.385185185,"Yes",3.06923,""
"4862",970556751,"BSC1005","ENC1101","MAC1105C","PSY2012","","","","","","3","3","4","3","","","","","","B","A","A","B-","","","","","",20192020,201905,201908,201908,0,"U-PSY-BA-00","Psychology","UKCOH","Psychology","Psychology","Not Available","NO","Female","White",18,"Escambia","Tri-County","Florida","Florida","United States","USA","No","No","Not Applicable","Not Applicable","No Military Status","No Military Status","No","No",3.84,3,"West Florida HS Advanced Tech","No",0,"No",0,"Yes",4550,"No",0,"Yes",4550,"Yes",22.25,0.570312,"Yes",970,0.475,"ACT",0,"Yes",3.618918919,"Yes",3.46923,""
"4863",970556799,"CHM2045","CHM2045L","EGS1006","MAC2312","PHI2603","","","","","3","1","1","4","3","","","","","A","A","A","C","B+","","","","",20192020,201905,201908,201908,26,"U-MEC-BSME00","Mechanical Engineering","HMCSE","Mechanical Engineering","Mechanical Engineering","STEM","YES","Male","White",19,"Non-Florida","Alabama Counties","Alabama","Alabama","United States","USA","No","No","Not Applicable","Not Applicable","No Military Status","No Military Status","No","No",4.2,2,"Non-Florida High School","No",0,"No",0,"Yes",1732,"Yes",1732,"No",0,"Yes",27,0.71875,"No",0,0,"ACT",0,"Yes",2.9,"Yes",3.158333,""
"4864",970556821,"CGS2570","ECO2013","ENC1101","MAC1105C","","","","","","3","3","3","4","","","","","","NF","W","W","NF","","","","","",20192020,201905,201905,201905,0,"U-BUS-BSBA00","Business, General","COB","Management","Management","Not Available","NO","Male","White",18,"Hillsborough","Other Florida Counties","Florida","Florida","United States","USA","No","No","Not Applicable","Not Applicable","No Military Status","No Military Status","No","No",3.74,4,"Dr Earl J Lennard High School","Yes",2560,"No",0,"Yes",3881,"Yes",3881,"No",0,"Yes",20.25,0.507812,"Yes",980,0.483333,"ACT",0,"No",0,"No",0,""
"4865",970556836,"CHM2046","CHM2046L","IDH1040","PHY2048","PHY2048L","REL1300","","","","3","1","3","3","1","3","","","","A-","B+","B-","B","A","A","","","",20192020,201905,201908,201908,32,"U-CHM-BS-01","Chemistry/Biochemistry","HMCSE","Chemistry","Chemistry","STEM","YES","Male","White",19,"Santa Rosa","Tri-County","Florida","Florida","United States","USA","Yes","No","Not Applicable","Not Applicable","No Military Status","No Military Status","No","No",4.73,1,"Gulf Breeze High School","No",0,"Yes",3257,"Yes",2721,"No",0,"Yes",2721,"Yes",34.75,0.960937,"No",0,0,"ACT",32,"Yes",3.433333333,"Yes",3.392857,""
"4866",970556852,"ARH1000","EUH1001","HSC3406C","HSC3535","SYG2000","","","","","3","3","3","3","3","","","","","A","A-","A-","A","A","","","","",20192020,201905,201908,201908,49,"U-NUR-BSN-01","BSN","UKCOH","Nursing","Nursing","Health","YES","Female","White",18,"Santa Rosa","Tri-County","Florida","Florida","United States","USA","No","No","Not Applicable","Not Applicable","Eligible Dependent","Military Status","No","No",4.55,2,"Pace High School","No",0,"Yes",3468,"No",0,"No",0,"No",0,"Yes",29.5,0.796875,"No",0,0,"ACT",0,"Yes",3.836585366,"Yes",3.88,""
"4867",970556875,"ANT2000","ENC1101","GLY2010","GLY2010L","MAC1140","","","","","3","3","3","1","3","","","","","D","B-","C","D+","D","","","","",20192020,201905,201908,201908,6,"U-ENV-BS-01","Environmental Management","HMCSE","Earth & Environmental Sciences","Earth and Environmental Sciences","STEM","YES","Female","White",18,"St. Johns","Other Florida Counties","Florida","Florida","United States","USA","No","No","Not Applicable","Not Applicable","No Military Status","No Military Status","No","No",3.47,4,"Creekside High School","No",0,"No",0,"No",0,"No",0,"No",0,"Yes",23,0.59375,"No",0,0,"ACT",0,"Yes",2.396969697,"Yes",1.646153,""
"4868",970556880,"BSC1085","BSC1085L","ENC1101","MAC1105C","SYG2000","","","","","3","1","3","4","3","","","","","C","B","C+","C","B+","","","","",20192020,201905,201908,201908,0,"U-NUR-BSN-01","BSN","UKCOH","Nursing","Nursing","Health","YES","Female","Hispanic",18,"Escambia","Tri-County","Florida","Florida","United States","USA","No","No","Not Applicable","Not Applicable","No Military Status","No Military Status","No","No",3.63,3,"Pensacola Christian Academy","No",0,"No",0,"No",0,"No",0,"No",0,"Yes",24.5,0.640625,"No",0,0,"ACT",0,"Yes",2.730555556,"Yes",2.414285,""
"4869",970556906,"BSC1085","BSC1085L","DEP2004","LIT2000","MAC1105","SYG2000","","","","3","1","3","3","3","3","","","","C","D+","C","B","B-","B+","","","",20192020,201905,201908,201908,3,"U-NUR-BSN-01","BSN","UKCOH","Nursing","Nursing","Health","YES","Female","White",19,"Escambia","Tri-County","Florida","Florida","United States","USA","No","No","Not Applicable","Not Applicable","No Military Status","No Military Status","No","No",3.86,3,"Trinitas Christian School","No",0,"Yes",2535,"No",0,"No",0,"No",0,"Yes",25.25,0.664062,"Yes",1060,0.55,"ACT",0,"Yes",2.917241379,"Yes",2.51875,""
"4870",970556925,"HSC3406C","MAC1105C","PHI2010","PSY2012","","","","","","3","4","3","3","","","","","","B+","C","A-","B","","","","","",20192020,201905,201908,201908,9,"U-EXS-BS-00","Exercise Science","UKCOH","Movement Sciences and Health","Movement Sciences and Health","STEM","YES","Female","White",19,"Santa Rosa","Tri-County","Florida","Florida","United States","USA","No","No","Not Applicable","Not Applicable","No Military Status","No Military Status","No","No",3.75,2,"East Hill Christian HS","No",0,"Yes",2059,"Yes",2722,"Yes",1732,"Yes",990,"Yes",28.25,0.757812,"No",0,0,"ACT",0,"No",2.27826087,"No",2.923076,""
"4871",970556928,"ANT2000","BSC2010","BSC2010L","BSC2844","ENC1102","MAC1147","","","","3","3","1","1","3","4","","","","B-","B","B","A","A","B","","","",20192020,201905,201908,201908,14,"U-MBY-BS-00","Marine Biology","HMCSE","Biology","Biology","STEM","YES","Female","White",18,"Non-Florida","Non-Florida/Alabama","Illinois","Other State","United States","USA","No","No","Not Applicable","Not Applicable","No Military Status","No Military Status","No","No",3.69,3,"Non-Florida High School","No",0,"No",0,"Yes",2721,"Yes",1603,"Yes",1118,"No",0,0,"Yes",1140,0.616666,"SAT",14,"Yes",3.320689655,"Yes",3.206666,""
"4872",970556941,"HSC3535","HSC3555","INR2002","SYG2000","","","","","","3","3","3","3","","","","","","A","B+","A","A","","","","","",20192020,201905,201908,201908,74,"U-NUR-BSN-01","BSN","UKCOH","Nursing","Nursing","Health","YES","Male","White",18,"Walton","Other Florida Counties","Florida","Florida","United States","USA","No","No","Not Applicable","Not Applicable","No Military Status","No Military Status","No","No",4.19,1,"Collegiate High School Nwfsc","No",0,"Yes",2835,"No",0,"No",0,"No",0,"Yes",31,0.84375,"No",0,0,"ACT",0,"Yes",3.594736842,"Yes",3.825,""
"4873",970556948,"CHM2045","CHM2045L","LIT2000","MAC2311","PHI2603","","","","","3","1","3","4","3","","","","","B","A","A-","B","D+","","","","",20192020,201905,201908,201908,19,"U-MEC-BSME00","Mechanical Engineering","HMCSE","Mechanical Engineering","Mechanical Engineering","STEM","YES","Male","Not Reported",18,"Alachua","Other Florida Counties","Florida","Florida","United States","USA","No","No","Not Applicable","Not Applicable","No Military Status","No Military Status","No","No",4.23,2,"Santa Fe High School","No",0,"Yes",3257,"No",0,"No",0,"No",0,"No",0,0,"Yes",1290,0.741666,"SAT",19,"No",1.653846154,"No",2.857142,""
"4874",970556987,"BSC1085","BSC1085L","HUN2201","MSL1001","STA2023","SYG2000","","","","3","1","3","2","3","3","","","","A","A","A","A","A","A","","","",20192020,201905,201908,201908,6,"U-NUR-BSN-01","BSN","UKCOH","Nursing","Nursing","Health","YES","Female","White",19,"Lake","Other Florida Counties","Florida","Florida","United States","USA","No","No","Not Applicable","Not Applicable","Eligible Dependent","Military Status","No","Yes",4.55,2,"Mount Dora High School","No",0,"Yes",2376,"No",0,"No",0,"No",0,"No",0,0,"Yes",1160,0.633333,"SAT",0,"Yes",4,"Yes",4,""
"4875",970556990,"BSC2010","BSC2010L","BSC4990","CHM2045","CHM2045L","MAC1147","","","","3","1","1","3","1","4","","","","A","A","A","A","A","A","","","",20192020,201905,201908,201908,30,"U-BMD-BS-00","Biomedical Sciences","HMCSE","Biology","Biology","STEM","YES","Female","White",18,"Santa Rosa","Tri-County","Florida","Florida","United States","USA","No","No","Not Applicable","Not Applicable","Eligible Dependent","Military Status","No","No",4.53,1,"Navarre High School","No",0,"Yes",3046,"No",0,"No",0,"No",0,"Yes",28.5,0.765625,"No",0,0,"ACT",0,"Yes",3.911764706,"Yes",4,""
"4876",970556991,"BSC2010","BSC2010L","BSC2844","MAC1105C","MSL1001","PHI2010","","","","3","1","1","4","2","3","","","","W","W","W","W","W","W","","","",20192020,201905,201905,201905,0,"U-BMD-BS-00","Biomedical Sciences","HMCSE","Biology","Biology","STEM","YES","Male","African American",18,"Hillsborough","Other Florida Counties","Florida","Florida","United States","USA","No","Yes","Other","Receiving Benefits","National Guard","Military Status","No","No",4.04,3,"C Leon King High School","Yes",4597,"No",0,"Yes",6185,"Yes",5195,"Yes",990,"Yes",19.25,0.476562,"Yes",970,0.475,"ACT",0,"Yes",0,"No",NA,""
"4877",970557020,"BSC2010","BSC2010L","CHM2210","CHM2210L","LIT2000","PHI2603","","","","3","1","3","1","3","3","","","","A","A","A-","A","A","B+","","","",20192020,201905,201908,201908,32,"U-MBY-BS-00","Marine Biology","HMCSE","Biology","Biology","STEM","YES","Female","Hispanic",18,"Non-Florida","Non-Florida/Alabama","Connecticut","Other State","United States","USA","No","No","Not Applicable","Not Applicable","Eligible Dependent","Military Status","No","Yes",4.32,2,"Non-Florida High School","Yes",1273,"No",0,"Yes",2722,"Yes",1732,"Yes",990,"No",0,0,"Yes",1170,0.641666,"SAT",18,"Yes",3.842105263,"Yes",3.785714,""
"4878",970557037,"EVR2001","IDH1040","PLA2013","SPC2608","STA2023","","","","","3","3","3","3","3","","","","","A-","C+","B","B+","C","","","","",20192020,201905,201908,201908,21,"U-LEG-BA-04","Legal Studies","CEPS","Legal Studies","Legal Studies","Not Available","NO","Female","White",19,"Non-Florida","Alabama Counties","Alabama","Alabama","United States","USA","Yes","No","Not Applicable","Not Applicable","No Military Status","No Military Status","No","No",4.07,2,"Non-Florida High School","Yes",1923,"No",0,"Yes",2722,"Yes",1732,"Yes",990,"Yes",28.25,0.757812,"No",0,0,"ACT",0,"Yes",3.391666667,"Yes",2.86,""
"4879",970557062,"BSC1085","BSC1085L","ENC1101","MAC1105C","SYG2000","","","","","3","1","3","4","3","","","","","A","B","A","A","A","","","","",20192020,201905,201908,201908,0,"U-NUR-BSN-01","BSN","UKCOH","Nursing","Nursing","Health","YES","Female","White",19,"Santa Rosa","Tri-County","Florida","Florida","United States","USA","No","No","Not Applicable","Not Applicable","No Military Status","No Military Status","No","No",4.41,3,"Jay High School","No",0,"No",0,"No",0,"No",0,"No",0,"Yes",19.75,0.492187,"Yes",1000,0.5,"SAT",0,"Yes",3.861111111,"Yes",3.928571,""
"4880",970557066,"BSC2010","BSC2010L","BSC2844","ENC1101","MAC2311","SLS1109","","","","3","1","1","3","4","1","","","","C+","B","A","A","C-","A-","","","",20192020,201905,201908,201908,12,"U-BLY-BS-00","General Biology","HMCSE","Biology","Biology","STEM","YES","Female","White",19,"Nassau","Other Florida Counties","Florida","Florida","United States","USA","No","No","Not Applicable","Not Applicable","No Military Status","No Military Status","No","No",4.06,3,"Fernandina Beach High School","No",0,"No",0,"No",0,"No",0,"No",0,"No",0,0,"Yes",1010,0.508333,"SAT",0,"Yes",2.92,"Yes",2.8,""
"4881",970557073,"BSC1086","BSC1086L","HSC3406C","HSC3535","MAC1105C","","","","","3","1","3","3","4","","","","","F","C","NF","C+","F","","","","",20192020,201905,201908,201908,33,"U-NUR-BSN-01","BSN","UKCOH","Nursing","Nursing","Health","YES","Female","White",18,"Jackson","Other Florida Counties","Florida","Florida","United States","USA","No","No","Not Applicable","Not Applicable","No Military Status","No Military Status","No","No",3.9,4,"Cottondale High School","Yes",6196,"No",0,"Yes",3464,"Yes",3464,"No",0,"No",0,0,"Yes",850,0.375,"SAT",0,"No",0.635714286,"No",0.635714,""
"4882",970557150,"CPO2002","INR2002","POS3033","SPN1120C","","","","","","3","3","3","4","","","","","","C","C+","C","C","","","","","",20192020,201905,201908,201908,67,"U-INT-BA-00","International Studies","CASSH","Government","Government","Global","YES","Female","White",18,"Okaloosa","Tri-County","Florida","Florida","United States","USA","No","No","Not Applicable","Not Applicable","No Military Status","No Military Status","No","Yes",4.08,3,"Collegiate High School Nwfsc","Yes",3446,"No",0,"No",0,"No",0,"No",0,"Yes",20.75,0.523437,"Yes",1000,0.5,"ACT",0,"Yes",2.857142857,"Yes",2.06923,""
"4883",970557154,"ARH1000","BSC1005","CCJ2002","SPC2608","","","","","","3","3","3","3","","","","","","A","A","A","A-","","","","","",20192020,201905,201908,201908,15,"U-CRJ-BA-00","Criminal Justice","CEPS","Criminal Justice","Criminal Justice","Not Available","NO","Female","White",19,"Escambia","Tri-County","Florida","Florida","United States","USA","No","No","Not Applicable","Not Applicable","No Military Status","No Military Status","No","No",4.62,1,"J M Tate High School","No",0,"Yes",2835,"No",0,"No",0,"No",0,"Yes",28.75,0.773437,"Yes",1130,0.608333,"ACT",0,"Yes",3.8875,"Yes",3.925,""
"4884",970557161,"CIS2530","COP2334","LIT2000","MAC1140","POS2041","","","","","3","3","3","3","3","","","","","B-","C","B","B","A-","","","","",20192020,201905,201908,201908,6,"U-CPS-BS-04","Cybersecurity","HMCSE","Computer Science","Computer Science","STEM","YES","Male","White",18,"Santa Rosa","Tri-County","Florida","Florida","United States","USA","No","No","Not Applicable","Not Applicable","No Military Status","No Military Status","No","No",3.69,3,"Non-Florida High School","No",0,"No",0,"No",0,"No",0,"No",0,"Yes",25.5,0.671875,"No",0,0,"ACT",6,"Yes",3.391176471,"Yes",2.88,""
"4885",970557167,"BSC2010","BSC2010L","BSC2844","IDH1040","LIT2000","MAC1147","","","","3","1","1","3","3","4","","","","A","A","A","W","A-","A","","","",20192020,201905,201908,201908,28,"U-BMD-BS-00","Biomedical Sciences","HMCSE","Biology","Biology","STEM","YES","Female","White",19,"Santa Rosa","Tri-County","Florida","Florida","United States","USA","No","No","Not Applicable","Not Applicable","No Military Status","No Military Status","No","No",4.64,1,"Gulf Breeze High School","No",0,"Yes",2835,"No",0,"No",0,"No",0,"Yes",29,0.78125,"No",0,0,"ACT",9,"Yes",3.823529412,"Yes",3.925,""
"4886",970557174,"DEP2004","PSY2023","PSY3213","PSY3680","","","","","","3","3","3","3","","","","","","W","W","W","W","","","","","",20192020,201905,201908,201908,41,"U-PSY-BA-00","Psychology","UKCOH","Psychology","Psychology","Not Available","NO","Male","White",18,"Okaloosa","Tri-County","Florida","Florida","United States","USA","No","No","Not Applicable","Not Applicable","No Military Status","No Military Status","No","No",3.89,2,"Collegiate High School Nwfsc","No",0,"No",0,"Yes",3217,"Yes",2111,"Yes",1106,"Yes",26,0.6875,"No",0,0,"ACT",0,"No",0,"No",NA,""
"4887",970557177,"CRW2001","ENC1101","ESC2000","PSY2012","STA2023","","","","","3","3","3","3","3","","","","","A","A","A","A","A","","","","",20192020,201905,201908,201908,19,"U-PSY-BA-00","Psychology","UKCOH","Psychology","Psychology","Not Available","NO","Female","White",19,"Non-Florida","Non-Florida/Alabama","Indiana","Other State","United States","USA","No","No","Not Applicable","Not Applicable","Eligible Dependent","Military Status","No","No",4.22,2,"Non-Florida High School","No",0,"Yes",4752,"No",0,"No",0,"No",0,"Yes",23.25,0.601562,"Yes",1200,0.666666,"SAT",3,"Yes",4,"Yes",4,""
"4888",970557188,"CCJ2002","COP2334","ENC1101","MAC2312","","","","","","3","3","3","4","","","","","","A","A-","A","B","","","","","",20192020,201905,201908,201908,4,"U-CPS-BS-04","Cybersecurity","HMCSE","Computer Science","Computer Science","STEM","YES","Male","White",19,"Escambia","Tri-County","Florida","Florida","United States","USA","No","No","Not Applicable","Not Applicable","Eligible Dependent","Military Status","No","No",4.58,3,"West Florida HS Advanced Tech","No",0,"No",0,"No",0,"No",0,"No",0,"No",0,0,"Yes",1110,0.591666,"SAT",4,"Yes",3.825,"Yes",3.623076,""
"4889",970557192,"ENC1101","PLA2013","PSY2012","SPC2608","","","","","","3","3","3","3","","","","","","B","C","B-","C+","","","","","",20192020,201905,201908,201908,0,"U-LEG-BA-04","Legal Studies","CEPS","Legal Studies","Legal Studies","Not Available","NO","Female","White",18,"Okaloosa","Tri-County","Florida","Florida","United States","USA","No","No","Not Applicable","Not Applicable","No Military Status","No Military Status","No","No",3.93,1,"Fort Walton Beach High School","No",0,"Yes",2835,"Yes",2721,"No",0,"Yes",2721,"Yes",31.75,0.867187,"Yes",1310,0.758333,"ACT",0,"Yes",3.06,"Yes",2.5,""
"4890",970557196,"AMH2010","ESC2000","MAC1105","POS2041","","","","","","3","3","3","3","","","","","","A","A-","A","C+","","","","","",20192020,201905,201905,201905,15,"U-BMD-BS-00","Biomedical Sciences","HMCSE","Biology","Biology","STEM","YES","Female","White",19,"Wakulla","Other Florida Counties","Florida","Florida","United States","USA","No","No","Not Applicable","Not Applicable","No Military Status","No Military Status","No","No",3.61,3,"Florida State Univ Sch","No",0,"Yes",1901,"No",0,"No",0,"No",0,"Yes",23.25,0.601562,"Yes",1080,0.566666,"ACT",0,"Yes",2.7125,"Yes",3.5,""
"4891",970557200,"CIS2530","COP2334","LIT2000","MAC2311","","","","","","3","3","3","4","","","","","","A-","B+","A-","B+","","","","","",20192020,201905,201908,201908,42,"U-CPS-BS-04","Cybersecurity","HMCSE","Computer Science","Computer Science","STEM","YES","Male","White",18,"Santa Rosa","Tri-County","Florida","Florida","United States","USA","No","No","Not Applicable","Not Applicable","No Military Status","No Military Status","No","No",4.38,1,"Navarre High School","No",0,"Yes",3046,"No",0,"No",0,"No",0,"Yes",29.25,0.789062,"Yes",1190,0.658333,"ACT",0,"Yes",3.722857143,"Yes",3.484615,""
"4892",970557209,"BSC2010","BSC2010L","BSC4990","LIT2000","MAC1105C","PSY2012","","","","3","1","1","3","4","3","","","","B","B+","A","A-","B","B-","","","",20192020,201905,201908,201908,14,"U-BMD-BS-00","Biomedical Sciences","HMCSE","Biology","Biology","STEM","YES","Male","Two or More",19,"Santa Rosa","Tri-County","Florida","Florida","United States","USA","No","No","Not Applicable","Not Applicable","No Military Status","No Military Status","No","No",3.43,3,"Gulf Breeze High School","No",0,"No",0,"No",0,"No",0,"No",0,"Yes",23.75,0.617187,"No",0,0,"ACT",0,"Yes",3.424137931,"Yes",3.166666,""
"4893",970557250,"CRW2001","DAA2204C","MUT1111","MUT1271","THE2000","TPP2190","TPP2715L","TPP2744C","","3","2","3","1","3","1","1","2","","A","A","B","A","A","A","A","A","",20192020,201905,201908,201908,19,"U-THE-BFA-01","Theatre","CASSH","Theatre","Theatre","Not Available","NO","Female","White",19,"Monroe","Other Florida Counties","Florida","Florida","United States","USA","No","No","Not Applicable","Not Applicable","No Military Status","No Military Status","No","No",3.9,3,"Key West High School","Yes",623,"No",0,"No",0,"No",0,"No",0,"No",0,0,"Yes",1060,0.55,"SAT",6,"Yes",3.781818182,"Yes",3.8125,""
"4894",970557258,"BSC1085","BSC1085L","ENC1102","PSY2012","STA2023","","","","","3","1","3","3","3","","","","","B","W","B+","B","C","","","","",20192020,201905,201908,201908,13,"U-NUR-BSN-01","BSN","UKCOH","Nursing","Nursing","Health","YES","Male","White",19,"Osceola","Other Florida Counties","Florida","Florida","United States","USA","No","No","Not Applicable","Not Applicable","No Military Status","No Military Status","No","Yes",3.3,4,"Osceola High School","No",0,"No",0,"No",0,"No",0,"No",0,"Yes",19.75,0.492187,"Yes",1080,0.566666,"SAT",0,"Yes",3.031034483,"Yes",2.825,""
"4895",970557260,"ECO2013","ENC1101","ESC2000","STA2023","","","","","","3","3","3","3","","","","","","B+","A-","B+","B+","","","","","",20192020,201905,201908,201908,0,"U-ACC-BSBA01","Professional Accountancy","COB","Accounting","Accounting","Gap Analysis","YES","Male","White",19,"Escambia","Tri-County","Florida","Florida","United States","USA","No","No","Not Applicable","Not Applicable","No Military Status","No Military Status","No","Yes",3.76,2,"Pensacola Catholic High School","No",0,"Yes",2835,"No",0,"No",0,"No",0,"Yes",29.75,0.804687,"No",0,0,"ACT",0,"Yes",3.572727273,"Yes",3.4,""
"4896",970557270,"BSC1005","CPO2002","MUL2010","PHI2603","SPC2608","","","","","3","3","3","3","3","","","","","A","A","A","A-","A","","","","",20192020,201905,201908,201908,15,"U-POL-BA-01","Pre-Law","CASSH","Government","Government","Not Available","NO","Female","Not Reported",18,"Escambia","Tri-County","Florida","Florida","United States","USA","No","No","Not Applicable","Not Applicable","No Military Status","No Military Status","No","No",4.46,2,"J M Tate High School","No",0,"Yes",2376,"No",0,"No",0,"No",0,"Yes",22.75,0.585937,"Yes",1180,0.65,"SAT",6,"Yes",3.891666667,"Yes",3.94,""
